origin,category,bundle,filename,node_title,anchor,node_created,file_created,pdf_created,current_published_at,proposed,rule,source,would_move,fetch,outcome,trust,url
attachment,migration_era_both_stamped,press_release,pr_GRIHA-Summit-2014.pdf,TERI and ADaRSH Launch GRIHA Rating for schools,,2018-01-11T06:29:59+00:00,2018-01-11T06:29:59+00:00,2014-01-16T16:26:29+00:00,2018-01-11 06:29:59,2014-01-16T16:26:29+00:00,migration_era,pdf_docinfo,True,ok,migration_era,corroborated,/sites/default/files/pressrelease/pr_GRIHA-Summit-2014.pdf
attachment,migration_era_both_stamped,events,India-Japan-workshop.pdf,"India - Japan Workshop on ""Solutions for Renewable Energy De",,2018-01-09T11:28:55+00:00,2018-01-09T11:28:55+00:00,2017-01-18T10:59:42+00:00,2018-01-09 11:28:55,2018-01-09T11:28:55+00:00,default,node_created,False,ok,default,neither_matches,/sites/default/files/event_agenda/India-Japan-workshop.pdf
attachment,migration_era_both_stamped,completed_projects,ES2007EE06.pdf,Implementing the Integrated Waste Management Program in Indi,,2017-12-28T08:58:09+00:00,2017-12-28T08:23:05+00:00,,2017-12-28 08:58:09,2017-12-28T08:58:09+00:00,default,node_created,False,ok,insufficient_evidence,neither_matches,/sites/default/files/completed_es/ES2007EE06.pdf
attachment,migration_era_both_stamped,completed_projects,ES2007CM08.pdf,Microbiologically improved compost for control of abiotic st,,2017-12-28T08:58:09+00:00,2017-12-28T08:23:05+00:00,,2017-12-28 08:58:09,2017-12-28T08:58:09+00:00,default,node_created,False,ok,insufficient_evidence,neither_matches,/sites/default/files/completed_es/ES2007CM08.pdf
attachment,migration_era_both_stamped,press_release,Union Budget 2018 TERI.pdf,Union Budget 2018/19 - Renewed emphasis on rural development,,2018-02-12T09:54:26+00:00,2018-02-12T09:56:32+00:00,2018-02-01T18:19:32+00:00,2018-02-12 09:54:26,2018-02-12T09:54:26+00:00,default,node_created,False,ok,default,both_match,/sites/default/files/2018-02/Union%20Budget%202018%20TERI.pdf
attachment,migration_era_both_stamped,completed_projects,ES2010MB05.pdf,Bioleaching of heavy metals from spent catalyst used in petr,,2017-12-28T08:23:05+00:00,2017-12-28T08:23:05+00:00,2013-05-22T11:35:28+00:00,2017-12-28 08:23:05,2013-05-22T11:35:28+00:00,migration_era,pdf_docinfo,True,ok,migration_era,neither_matches,/sites/default/files/completed_es/ES2010MB05.pdf
attachment,migration_era_both_stamped,events,India_2050_agenda.pdf,India 2050: Low Carbon Pathways,,2018-01-09T11:28:55+00:00,2018-01-09T11:28:55+00:00,2013-06-07T14:39:45+00:00,,2013-06-07T14:39:45+00:00,migration_era,pdf_docinfo,True,ok,migration_era,no_year_evidence,/sites/default/files/event_agenda/India_2050_agenda.pdf
attachment,migration_era_both_stamped,press_release,pr-china-India-report.pdf,Indo-China study on low carbon development unveiled,,2018-01-11T06:29:59+00:00,2018-01-11T06:29:59+00:00,,2018-01-11 06:29:59,2018-01-11T06:29:59+00:00,default,node_created,False,ok,insufficient_evidence,no_year_evidence,/sites/default/files/pressrelease/pr-china-India-report.pdf
attachment,migration_era_both_stamped,completed_projects,2005-Report on deliverable 6 review of tariff setting methodologies for grid connected small power producers(2004RP23).pdf,Development of legal and policy framework for renewable reso,,2017-12-28T08:58:09+00:00,2018-02-09T06:58:57+00:00,2014-06-03T15:30:13+00:00,2017-12-28 08:58:09,2014-06-03T15:30:13+00:00,migration_era,pdf_docinfo,True,ok,migration_era,neither_matches,/sites/default/files/2018-02/2005-Report%20on%20deliverable%206%20review%20of%20tariff%20setting%20methodologies%20for%20grid%20connected%20small%20power%20producers%282004RP23%29.pdf
attachment,migration_era_both_stamped,completed_projects,ES2008RT13.pdf,Master plan to develop Faridabad as a 'Solar City',,2017-12-28T08:23:05+00:00,2017-12-28T08:23:05+00:00,,2017-12-28 08:23:05,2017-12-28T08:23:05+00:00,default,node_created,False,ok,insufficient_evidence,neither_matches,/sites/default/files/completed_es/ES2008RT13.pdf
attachment,migration_era_both_stamped,press_release,India-sustainability-leadership-summit.pdf,Frost & Sullivan and TERI Deliberate on Circular Economies a,,2018-01-11T06:29:59+00:00,2018-01-11T06:29:59+00:00,2017-05-29T17:46:08+00:00,2018-01-11 06:29:59,2018-01-11T06:29:59+00:00,default,node_created,False,ok,default,neither_matches,/sites/default/files/pressrelease/India-sustainability-leadership-summit.pdf
attachment,migration_era_both_stamped,completed_projects,ES2010EA12.pdf,YUVA Meet 2011: Road to global sustainability via local init,,2017-12-28T08:23:05+00:00,2017-12-28T08:23:05+00:00,,,2017-12-28T08:23:05+00:00,default,node_created,False,ok,insufficient_evidence,neither_matches,/sites/default/files/completed_es/ES2010EA12.pdf
attachment,migration_era_both_stamped,completed_projects,ES2011IE17.pdf,Study on Energy Conservation in India - Phase 5,,2017-12-28T08:23:05+00:00,2017-12-28T08:23:05+00:00,,,2017-12-28T08:23:05+00:00,default,node_created,False,ok,insufficient_evidence,neither_matches,/sites/default/files/completed_es/ES2011IE17.pdf
attachment,migration_era_both_stamped,completed_projects,ES2011CI08.pdf,TERI and WRI Joint Introductory Workshop on The New Greenhou,,2017-12-28T08:23:05+00:00,2017-12-28T08:23:05+00:00,,2017-12-28 08:23:05,2017-12-28T08:23:05+00:00,default,node_created,False,ok,insufficient_evidence,neither_matches,/sites/default/files/completed_es/ES2011CI08.pdf
attachment,migration_era_both_stamped,completed_projects,ES2005CE23.pdf,"Water audit study at Sona Koyo Steering Systems Limited, Gur",,2017-12-28T08:58:09+00:00,2017-12-28T08:23:05+00:00,,2017-12-28 08:58:09,2017-12-28T08:58:09+00:00,default,node_created,False,ok,insufficient_evidence,neither_matches,/sites/default/files/completed_es/ES2005CE23.pdf
attachment,migration_era_both_stamped,completed_projects,ES2001MB64.pdf,Field Trials on In- Situ Applications of selected thermophil,,2017-12-28T08:58:09+00:00,2017-12-28T08:23:05+00:00,2006-01-09T18:09:10+00:00,2017-12-28 08:58:09,2006-01-09T18:09:10+00:00,migration_era,pdf_docinfo,True,ok,migration_era,neither_matches,/sites/default/files/completed_es/ES2001MB64.pdf
attachment,migration_era_both_stamped,completed_projects,ES2011EA03.pdf,"Water and Sanitation Education in Mangalore, India",,2017-12-28T08:23:05+00:00,2017-12-28T08:23:05+00:00,,2017-12-28 08:23:05,2017-12-28T08:23:05+00:00,default,node_created,False,ok,insufficient_evidence,neither_matches,/sites/default/files/completed_es/ES2011EA03.pdf
attachment,migration_era_both_stamped,press_release,Darbari_seth_lecture_2014.pdf,Foundation Day Lecture reveals more evidence of climate chan,,2018-01-11T06:29:59+00:00,2018-01-11T06:29:59+00:00,2014-08-21T18:45:15+00:00,2018-01-11 06:29:59,2014-08-21T18:45:15+00:00,migration_era,pdf_docinfo,True,ok,migration_era,corroborated,/sites/default/files/pressrelease/Darbari_seth_lecture_2014.pdf
attachment,migration_era_both_stamped,events,indigenous-knowledge-Brochure.pdf,Workshop on 'Management and Preservation of Indigenous Knowl,,2018-01-09T11:28:55+00:00,2018-01-09T11:28:55+00:00,2015-10-16T14:58:10+00:00,2018-01-09 11:28:55,2015-10-16T14:58:10+00:00,migration_era,pdf_docinfo,True,ok,migration_era,no_year_evidence,/sites/default/files/event_brochure/indigenous-knowledge-Brochure.pdf
attachment,migration_era_both_stamped,press_release,hrd_20130826094739.pdf,HRD minister Dr M M Pallam Raju and Advisor to the Prime Min,,2018-01-11T06:29:59+00:00,2018-01-11T06:29:59+00:00,,2018-01-11 06:29:59,2018-01-11T06:29:59+00:00,default,node_created,False,ok,insufficient_evidence,no_year_evidence,/sites/default/files/pressrelease/hrd_20130826094739.pdf
attachment,migration_era_both_stamped,completed_projects,ES2004GW22.pdf,New light in the hills: adaptation ideas for Uttaranchal vil,,2017-12-28T08:58:09+00:00,2017-12-28T08:23:05+00:00,,2017-12-28 08:58:09,2017-12-28T08:58:09+00:00,default,node_created,False,ok,insufficient_evidence,neither_matches,/sites/default/files/completed_es/ES2004GW22.pdf
attachment,migration_era_both_stamped,press_release,press-release-icdl2016_day3.pdf,Inclusively designed technology will empower India’s digital,,2018-01-11T06:29:59+00:00,2018-01-11T06:29:59+00:00,2016-12-21T14:53:00+00:00,2018-01-11 06:29:59,2016-12-21T14:53:00+00:00,migration_era,pdf_docinfo,True,ok,migration_era,corroborated,/sites/default/files/pressrelease/press-release-icdl2016_day3.pdf
attachment,migration_era_both_stamped,completed_projects,ES2003RP62.pdf,Validation of electricity demand projection,,2017-12-28T08:58:09+00:00,2017-12-28T08:23:05+00:00,2006-01-10T12:48:27+00:00,2017-12-28 08:58:09,2006-01-10T12:48:27+00:00,migration_era,pdf_docinfo,True,ok,migration_era,neither_matches,/sites/default/files/completed_es/ES2003RP62.pdf
attachment,migration_era_both_stamped,events,ITEC-Brochure-2016-17.pdf,TERI-ITEC Courses 2016-17: Course VII - Natural Resource Sec,,2018-01-09T11:28:55+00:00,2018-01-09T11:28:55+00:00,2016-06-15T09:48:04+00:00,2018-01-09 11:28:55,2016-06-15T09:48:04+00:00,migration_era,pdf_docinfo,True,ok,migration_era,corroborated,/sites/default/files/event_brochure/ITEC-Brochure-2016-17.pdf
attachment,migration_era_both_stamped,press_release,statement_15Feb.pdf,TERI Brings Greater Transparency at Workplace,,2018-01-11T06:29:59+00:00,2018-01-11T06:29:59+00:00,2016-02-15T19:09:27+00:00,2018-01-11 06:29:59,2016-02-15T19:09:27+00:00,migration_era,pdf_docinfo,True,ok,migration_era,no_year_evidence,/sites/default/files/pressrelease/statement_15Feb.pdf
attachment,migration_era_both_stamped,research_papers,methan-research-paper.pdf,Development of a microbial process for methane generation fr,,2018-01-11T10:28:21+00:00,2018-05-21T07:15:46+00:00,2015-06-20T07:39:57+00:00,2018-01-11 10:28:21,2015-06-20T07:39:57+00:00,migration_era,pdf_docinfo,True,ok,migration_era,no_year_evidence,/sites/default/files/2018-05/methan-research-paper.pdf
attachment,migration_era_both_stamped,completed_projects,ES2009IA02.pdf,Review of current practices in determining user charges and ,,2017-12-28T08:58:09+00:00,2017-12-28T08:23:05+00:00,,2017-12-28 08:58:09,2017-12-28T08:58:09+00:00,default,node_created,False,ok,insufficient_evidence,neither_matches,/sites/default/files/completed_es/ES2009IA02.pdf
attachment,migration_era_both_stamped,press_release,EnvSurvey-Kanpur-PressRelease.pdf,"91% Kanpur citizens feel climate change is occurring, says T",,2018-01-11T06:29:59+00:00,2018-01-11T06:29:59+00:00,2014-06-03T18:11:53+00:00,2018-01-11 06:29:59,2014-06-03T18:11:53+00:00,migration_era,pdf_docinfo,True,ok,migration_era,no_year_evidence,/sites/default/files/pressrelease/EnvSurvey-Kanpur-PressRelease.pdf
attachment,migration_era_both_stamped,completed_projects,2015MC04  NMMC_ESR Final Report_2014-15.pdf,Environmental Status Report for Navi Mumbai 2014-15,,2018-02-07T08:31:23+00:00,2018-02-07T09:05:05+00:00,2015-07-08T15:53:57+00:00,2018-02-07 08:31:23,2015-07-08T15:53:57+00:00,migration_era,pdf_docinfo,True,ok,migration_era,corroborated,/sites/default/files/2018-02/2015MC04%20%20NMMC_ESR%20Final%20Report_2014-15_0.pdf
attachment,migration_era_both_stamped,events,agenda.pdf,"Stakeholder workshop, project meeting and capacity building ",,2018-03-16T09:52:55+00:00,2018-03-16T09:55:20+00:00,2018-03-16T12:52:00+00:00,2018-03-16 09:52:55,2018-03-16T09:52:55+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/2018-03/agenda.pdf
attachment,migration_era_node_older,feature_articles,art370_20080530140705.pdf,A Humanitarian Approach to Tackling Climate Change,,2007-09-21T18:30:00+00:00,2017-12-19T06:59:00+00:00,,,2007-09-21T18:30:00+00:00,default,node_created,False,ok,insufficient_evidence,no_year_evidence,/sites/default/files/farticles/art370_20080530140705.pdf
attachment,migration_era_node_older,feature_articles,art257.pdf,Lessons from Sardar Sarovar,,2000-10-16T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-24T08:43:22+00:00,2000-10-16 18:30:00,2000-10-16T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art257.pdf
attachment,migration_era_node_older,feature_articles,art438_20091022153642.pdf,The climate is changing now,,2009-10-19T18:30:00+00:00,2017-12-19T06:59:00+00:00,,2009-10-19 18:30:00,2009-10-19T18:30:00+00:00,default,node_created,False,ok,insufficient_evidence,no_year_evidence,/sites/default/files/farticles/art438_20091022153642.pdf
attachment,migration_era_node_older,feature_articles,art89.pdf,Climate change: a serious threat,,2002-03-26T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-17T12:31:29+00:00,,2002-03-26T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art89.pdf
attachment,migration_era_node_older,feature_articles,art116.pdf,Reading between China's miracle lines,,2002-11-16T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-17T15:20:53+00:00,,2002-11-16T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art116.pdf
attachment,migration_era_node_older,feature_articles,art464_20100407104449.pdf,The environment conundrum,,2010-04-05T18:30:00+00:00,2017-12-19T06:59:00+00:00,,2010-04-05 18:30:00,2010-04-05T18:30:00+00:00,default,node_created,False,ok,insufficient_evidence,no_year_evidence,/sites/default/files/farticles/art464_20100407104449.pdf
attachment,migration_era_node_older,feature_articles,art179.pdf,Global recession: time to act now,,2001-12-01T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-19T11:53:14+00:00,,2001-12-01T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art179.pdf
attachment,migration_era_node_older,feature_articles,art288.pdf,Private participation in power - Enabling environment vital ,,2006-08-24T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-08-30T16:59:51+00:00,2006-08-24 18:30:00,2006-08-24T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art288.pdf
attachment,migration_era_node_older,feature_articles,art129.pdf,Undermining independent regulation,,2002-07-31T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-17T16:41:04+00:00,,2002-07-31T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art129.pdf
attachment,migration_era_node_older,feature_articles,art245.pdf,Against the tide: do not foreclose big dam options,,2000-04-10T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-24T12:43:19+00:00,,2000-04-10T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art245.pdf
attachment,migration_era_node_older,feature_articles,art262.pdf,Poverty alleviation: are we doing enough?,,2000-09-01T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-24T09:12:02+00:00,2000-09-01 18:30:00,2000-09-01T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art262.pdf
attachment,migration_era_node_older,feature_articles,art315.pdf,Towards a low carbon future,,2007-12-29T18:30:00+00:00,2017-12-19T06:59:00+00:00,,,2007-12-29T18:30:00+00:00,default,node_created,False,ok,insufficient_evidence,no_year_evidence,/sites/default/files/farticles/art315.pdf
attachment,migration_era_node_older,feature_articles,art469_20100511172937.pdf,Energy future remix ,,2010-05-10T18:30:00+00:00,2017-12-19T06:59:00+00:00,,2010-05-10 18:30:00,2010-05-10T18:30:00+00:00,default,node_created,False,ok,insufficient_evidence,no_year_evidence,/sites/default/files/farticles/art469_20100511172937.pdf
attachment,migration_era_node_older,feature_articles,art193.pdf,Reduce the natural debt too,,2001-02-16T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-19T14:37:41+00:00,2001-02-16 18:30:00,2001-02-16T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art193.pdf
attachment,migration_era_node_older,feature_articles,art7.pdf,"Where to, after school?",,2005-05-20T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-01-04T12:14:21+00:00,2005-05-20 18:30:00,2005-05-20T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art7.pdf
attachment,migration_era_node_older,feature_articles,art102.pdf,Towards better informed reporting,,2002-08-01T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-17T14:16:25+00:00,2002-08-01 18:30:00,2002-08-01T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art102.pdf
attachment,migration_era_node_older,feature_articles,art4.pdf,How viable are gas pipelines across borders?,,2005-02-22T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-01-04T11:52:52+00:00,2005-02-22 18:30:00,2005-02-22T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art4.pdf
attachment,migration_era_node_older,feature_articles,art240.pdf,Living with floods,,2000-08-27T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-24T12:03:50+00:00,,2000-08-27T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art240.pdf
attachment,migration_era_node_older,feature_articles,art251.pdf,"""Managing transition vital""",,2000-02-29T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-24T13:45:31+00:00,2000-02-29 18:30:00,2000-02-29T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art251.pdf
attachment,migration_era_node_older,feature_articles,art425_20090807161115.pdf,Degrees of conviction,,2009-08-03T18:30:00+00:00,2017-12-19T06:59:00+00:00,,2009-08-03 18:30:00,2009-08-03T18:30:00+00:00,default,node_created,False,ok,insufficient_evidence,no_year_evidence,/sites/default/files/farticles/art425_20090807161115.pdf
attachment,migration_era_node_older,feature_articles,art241.pdf,Power sector reforms: resolute stand essential,,2000-01-01T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-24T06:47:43+00:00,2000-01-01 18:30:00,2000-01-01T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art241.pdf
attachment,migration_era_node_older,feature_articles,art178.pdf,Petroleum sector reforms: progress and prospects,,2001-10-04T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-19T11:49:07+00:00,2001-10-04 18:30:00,2001-10-04T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art178.pdf
attachment,migration_era_node_older,feature_articles,art205.pdf,Industrial energy conservation: issues for improving industr,,2001-09-15T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-21T09:49:11+00:00,2001-09-15 18:30:00,2001-09-15T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art205.pdf
attachment,migration_era_node_older,feature_articles,art238.pdf,Phasing out oil,,2000-07-08T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-24T11:49:30+00:00,,2000-07-08T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art238.pdf
attachment,migration_era_node_older,feature_articles,art75.pdf,Renewable energy,,2006-03-17T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-03-20T17:11:38+00:00,2006-03-17 18:30:00,2006-03-17T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art75.pdf
attachment,migration_era_node_older,feature_articles,art47.pdf,Give oil companies full freedom to set prices,,2004-11-14T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-01-06T10:29:38+00:00,,2004-11-14T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art47.pdf
attachment,migration_era_node_older,feature_articles,art5.pdf,Natural Gas pricing at the crossroads,,2005-05-01T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-01-04T12:04:34+00:00,2005-05-01 18:30:00,2005-05-01T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art5.pdf
attachment,migration_era_node_older,feature_articles,art29.pdf,How best can we arrive at optimal energy solutions? Back up ,,2005-07-21T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-01-05T12:24:12+00:00,2005-07-21 18:30:00,2005-07-21T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art29.pdf
attachment,migration_era_node_older,feature_articles,art236.pdf,Disinvesting in oil PSUs,,2000-09-05T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-24T11:43:13+00:00,,2000-09-05T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art236.pdf
attachment,migration_era_node_older,feature_articles,art314.pdf,Visualising future in pace with developed countries,,2007-12-30T18:30:00+00:00,2017-12-19T06:59:00+00:00,,,2007-12-30T18:30:00+00:00,default,node_created,False,ok,insufficient_evidence,no_year_evidence,/sites/default/files/farticles/art314.pdf
attachment,migration_era_node_older,feature_articles,art396_20090129155256.pdf,Complexities of energy security,,2009-01-26T18:30:00+00:00,2017-12-19T06:59:00+00:00,,2009-01-26 18:30:00,2009-01-26T18:30:00+00:00,default,node_created,False,ok,insufficient_evidence,no_year_evidence,/sites/default/files/farticles/art396_20090129155256.pdf
attachment,migration_era_node_older,feature_articles,art177.pdf,Consumer must get quality service and value for money,,2001-08-24T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-19T11:42:11+00:00,,2001-08-24T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art177.pdf
attachment,migration_era_node_older,policy_brief,Policy_Brief_Minerals_Dec2010.pdf,Critical non-fuel minerals security: Why India urgently need,,2010-12-01T05:51:07+00:00,2017-12-22T11:15:18+00:00,2010-11-30T17:09:01+00:00,2010-12-01 05:51:07,2010-12-01T05:51:07+00:00,default,node_created,False,ok,default,both_match,/sites/default/files/2017-12/Policy_Brief_Minerals_Dec2010.pdf
attachment,migration_era_node_older,feature_articles,art420_20090723114013.pdf,Living in a powerless India,,2009-07-13T18:30:00+00:00,2017-12-19T06:59:00+00:00,,2009-07-13 18:30:00,2009-07-13T18:30:00+00:00,default,node_created,False,ok,insufficient_evidence,no_year_evidence,/sites/default/files/farticles/art420_20090723114013.pdf
attachment,migration_era_node_older,feature_articles,art118.pdf,Water: cause for war in the future?,,2002-05-16T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-17T15:41:02+00:00,2002-05-16 18:30:00,2002-05-16T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art118.pdf
attachment,migration_era_node_older,feature_articles,art49.pdf,Start power reforms from the pit,,2003-05-17T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-01-06T11:22:08+00:00,,2003-05-17T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art49.pdf
attachment,migration_era_node_older,feature_articles,art264.pdf,Kyoto Protocol ratification: with or without the US?,,2000-11-16T18:30:00+00:00,2017-12-19T06:59:00+00:00,2004-12-18T10:19:21+00:00,2000-11-16 18:30:00,2000-11-16T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art264.pdf
attachment,migration_era_node_older,feature_articles,art115.pdf,Economics is key to policy on fuel blends,,2002-11-02T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-04-17T15:17:13+00:00,,2002-11-02T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art115.pdf
attachment,migration_era_node_older,feature_articles,art57.pdf,Is The Euphoria Over CDM Unwarranted?,,2003-02-24T18:30:00+00:00,2017-12-19T06:59:00+00:00,2006-01-06T12:16:46+00:00,,2003-02-24T18:30:00+00:00,default,node_created,False,ok,default,no_year_evidence,/sites/default/files/farticles/art57.pdf
