document_id,origin,bundle,node_uuid,page_pdf_count,current_published_at,candidate_date,date_type,edition_label,candidate_source,confidence,action,rule,decided_by,evidence,llm_raw,url,filename,pdf_created,anchor,page_url,llm_confidence
010df07a-a4fc-48f3-bc02-d9b9b2d2b86d,attachment,completed_projects,49288305-043d-4c4b-bc7b-3cdae456f213,1,2017-12-28 08:58:09,2017-12-28 08:58:09,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/completed_es/ES2009BE05.pdf,ES2009BE05.pdf,,,,0.900
0114b7f9-4e5c-4d02-ac6d-f7560ea42baf,attachment,press_release,486e382d-d806-4122-ab22-d3deddea5b71,1,2018-01-11 06:29:59,2018-01-11 06:29:59,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/pressrelease/OLPB_Campaign_20120314122445.pdf,OLPB_Campaign_20120314122445.pdf,,,,0.900
01307274-5545-44f4-b5ba-c3e2e22c31e3,attachment,completed_projects,ff982631-871b-4caf-a614-4bf1dfbdf01d,1,2018-02-07 10:58:37,2018-02-07 10:58:37,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/2018-02/2012MC03%20Carbon%20Inventory_Navi%20Mumbai.pdf,2012MC03 Carbon Inventory_Navi Mumbai.pdf,,,,0.900
01595186-4166-4a9d-bed4-b459f3035d58,attachment,press_release,aa62b82b-97fc-4b1c-8351-09b7280ab4c0,1,2018-01-11 06:29:59,2018-01-11 06:29:59,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/pressrelease/corbettghost.pdf,corbettghost.pdf,,,,0.900
016208af-1473-40a9-8db6-7bac4ddbaa51,attachment,completed_projects,4c68928c-7549-4683-a963-dcdd26d6452a,13,2021-06-03 08:54:56,2021-06-03 08:54:56,unknown,,node_created,0.000,keep_page_date,llm_interpreted,llm,No publication date is explicitly stated in the evidence provided.,"{""evidence"": ""No publication date is explicitly stated in the evidence provided."", ""date_type"": ""unknown"", ""confidence"": 0.0, ""edition_label"": null, ""candidate_date"": null, ""recommended_action"": ""keep_page_date"", ""publication_statement"": null}",https://teriin.org/sites/default/files/2021-11/Guidelines-for-Visual-Comfort.pdf,Guidelines-for-Visual-Comfort.pdf,,,,0.000
019d419d-4281-4431-82a7-020ea38108ed,attachment,events,bdaf609c-1963-4ca2-8d53-5bc653d9af1f,1,2025-02-17 08:40:26,2025-02-17 08:40:26,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/2025-03/3.3.25_TERI-CCT%20Roundtable%20Concept%20Note.docx.pdf,3.3.25_TERI-CCT Roundtable Concept Note.docx.pdf,,,,0.900
01af8be4-ee9a-4f58-b1d3-bfad3658e6f5,attachment,events,20ab4361-84d8-4985-9584-6048e3a2c55a,3,2023-03-28 04:59:56,2023-03-28 04:59:56,publication,,node_created,0.850,keep_page_date,multi_pdf_uploaded_with_page,deterministic,"One of 3 PDFs, uploaded within 90 days of the page — part of the page's own publication.",,https://teriin.org/sites/default/files/2023-04/2nd%20DWG%20Side%20event_Concept%20Note%20%281%29.pdf,2nd DWG Side event_Concept Note (1).pdf,,,,0.850
01b6b5f8-7a30-43c4-ab20-4a2d360327da,attachment,feature_articles,8f6e5d13-cde3-4122-a63b-4066a6845599,1,2002-04-12 18:30:00,2002-04-12 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art114.pdf,art114.pdf,,,,0.900
01d9a786-5c4a-4ce6-82ed-2802ae9f1a29,attachment,completed_projects,f7e66d19-507b-4abc-a556-94d8c2a80013,1,2017-12-28 08:58:09,2017-12-28 08:58:09,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/completed_es/ES2005BE21.pdf,ES2005BE21.pdf,,,,0.900
01e37146-e832-4e67-b286-3705693a3a80,attachment,completed_projects,5807adb8-c801-4570-94f0-fb461d5947d8,1,2017-12-28 08:23:05,2017-12-28 08:23:05,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/completed_es/ES2007BT11.pdf,ES2007BT11.pdf,,,,0.900
01ee431c-e4b5-4e64-9f68-18f907c7c22f,attachment,policy_brief,fabd5822-cce1-4539-93db-bb3b49628008,2,2020-06-18 06:51:08,2020-06-18 06:51:08,publication,,node_created,0.850,keep_page_date,multi_pdf_uploaded_with_page,deterministic,"One of 2 PDFs, uploaded within 90 days of the page — part of the page's own publication.",,https://teriin.org/sites/default/files/2020-06/assessing-environmental-research.pdf,assessing-environmental-research.pdf,,,,0.850
020ce5bc-73f3-4fc0-90b6-4ae7396dec37,attachment,press_release,f6454737-367c-4043-a765-1fa5fb4e4dd6,1,2018-01-11 06:29:59,2018-01-11 06:29:59,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/pressrelease/youth-seminar_20131125120537.pdf,youth-seminar_20131125120537.pdf,,,,0.900
0216820c-37dd-404c-9eff-90e8f72f570e,attachment,press_release,5d5f3cb7-d9b3-4052-ae8b-228ef2afc9ed,1,2018-01-11 06:29:59,2018-01-11 06:29:59,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/pressrelease/pr_ipcc.pdf,pr_ipcc.pdf,,,,0.900
02368089-bcc1-4536-b7b7-018878116088,attachment,feature_articles,1320cfc2-96a5-4333-99ea-33e3a6e59725,1,2001-02-16 18:30:00,2001-02-16 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art192.pdf,art192.pdf,,,,0.900
0269e9f2-df9d-4dcb-8171-a4509791b2d3,attachment,events,95a66610-5c67-4745-8c32-021eb4b81b9a,3,2026-02-19 08:25:18,2026-02-19 08:25:18,publication,,node_created,0.850,keep_page_date,multi_pdf_uploaded_with_page,deterministic,"One of 3 PDFs, uploaded within 90 days of the page — part of the page's own publication.",,https://teriin.org/sites/default/files/2026-02/Agenda_resilience%20finance.pdf,Agenda_resilience finance.pdf,,,,0.850
02704039-93a1-4fca-b1db-80712a32744c,attachment,feature_articles,8a2f4b0d-0f48-4727-9bb6-f8a721ec6519,1,2005-06-16 18:30:00,2005-06-16 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art33.pdf,art33.pdf,,,,0.900
029e5b02-368b-4df2-8928-e6f174182f2b,attachment,ongoing_projects,ae075aa8-db69-44a7-9b08-ccfe9dc49c56,13,2022-02-15 10:08:08,2022-02-15 10:08:08,event,,node_created,0.900,keep_page_date,llm_interpreted,llm,"The first page text mentions a workshop held on August 24, 2022, which is the date of the event discussed in the document.","{""evidence"": ""The first page text mentions a workshop held on August 24, 2022, which is the date of the event discussed in the document."", ""date_type"": ""event"", ""confidence"": 0.9, ""edition_label"": null, ""candidate_date"": ""2022-08-24"", ""recommended_action"": ""keep_page_date"", ""publication_statement"": null}",https://teriin.org/sites/default/files/2022-12/MoM%20Vehicle%20Scrappage%20Policy%20NTDC.pdf,MoM Vehicle Scrappage Policy NTDC.pdf,,,,0.900
02a1cdda-f288-4efc-b7e5-952d6076f917,attachment,events,a9df019d-2fe6-419d-99c1-3fbb19c4b883,6,2024-09-26 10:05:30,2024-09-26 10:05:30,publication,,node_created,0.850,keep_page_date,multi_pdf_uploaded_with_page,deterministic,"One of 6 PDFs, uploaded within 90 days of the page — part of the page's own publication.",,https://teriin.org/sites/default/files/2024-09/Act4Earth_Dialogue_Concept%20with%20Agenda.pdf,Act4Earth_Dialogue_Concept with Agenda.pdf,,,,0.850
02b484a1-e475-4aee-825a-f73c1f001904,attachment,feature_articles,7c36a3f1-cacf-4c83-b0a0-c82337dc1cb7,1,2010-02-17 18:30:00,2010-02-17 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art456_20100219135403.pdf,art456_20100219135403.pdf,,,,0.900
02ef715b-a84a-42a2-aa0d-a3c4373fea9c,attachment,feature_articles,31b5c794-0b49-4cbc-a5bd-1695edf736df,1,2009-08-10 18:30:00,2009-08-10 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art427_20090826120024.pdf,art427_20090826120024.pdf,,,,0.900
02efea33-9fc9-4bfd-928e-a0a53984d624,attachment,events,238023e4-8621-48d2-991a-d20f5341e213,1,2026-02-19 09:30:21,2026-02-19 09:30:21,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/2026-03/Agenda%20for%20GPP-WSDS2026%20Thematic%20Track%20%281%29.pdf,Agenda for GPP-WSDS2026 Thematic Track (1).pdf,,,,0.900
02f114ea-4e86-4c9b-9df4-b43a9fc98c97,attachment,press_release,c118445c-5b57-4dcf-8cc6-b9ad0728da8b,8,2018-10-17 08:51:15,2018-10-17 08:51:15,publication,,node_created,0.850,keep_page_date,multi_pdf_uploaded_with_page,deterministic,"One of 8 PDFs, uploaded within 90 days of the page — part of the page's own publication.",,https://teriin.org/sites/default/files/2018-10/FLOW%20press%20release%20-%20Panipat.pdf,FLOW press release - Panipat.pdf,,,,0.850
03330d5b-ac31-4e1e-a9ef-0a95f94c1ee3,attachment,feature_articles,a62c2897-4ab5-4c0f-91df-6804f0797371,1,2001-10-09 18:30:00,2001-10-09 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art195.pdf,art195.pdf,,,,0.900
03510e63-7d19-4111-8486-a7dbc0a0b735,attachment,feature_articles,6278c5fa-ed84-415c-a88a-c3b93dc33618,1,2006-03-05 18:30:00,2006-03-05 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art71a.pdf,art71a.pdf,,,,0.900
035d7abb-0636-4f49-9d3e-eba6eacaced7,attachment,events,fedcaab4-8fa6-4f84-b180-a8e3e853790e,1,2020-08-19 05:17:33,2020-08-19 05:17:33,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/2020-08/Programme_Schedule_1.pdf,Programme_Schedule.pdf,,,,0.900
03634e93-41b4-43cb-974a-39bba1835a2c,attachment,events,c4a2d2e2-caac-40c5-9e6a-c1af72b3cff5,1,2021-03-09 08:23:06,2021-03-09 08:23:06,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/2021-04/E-Workshop_Mycorrhizal_flyer.pdf,E-Workshop_Mycorrhizal_flyer.pdf,,,,0.900
0365310f-c370-4495-b5f7-923c2751cfb9,attachment,completed_projects,d02ff2f2-b1bd-4328-b4ad-5301872b38cd,1,2017-12-28 08:23:05,2017-12-28 08:23:05,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/completed_es/ES2015EE04.pdf,ES2015EE04.pdf,,,,0.900
036cd8f5-e1a2-472f-b577-eb5b89313d86,attachment,events,ab4e9780-0845-4b8e-8ca4-92f3249221a5,2,2026-02-12 04:49:44,2026-02-12 04:49:44,publication,,node_created,0.850,keep_page_date,multi_pdf_uploaded_with_page,deterministic,"One of 2 PDFs, uploaded within 90 days of the page — part of the page's own publication.",,https://teriin.org/sites/default/files/2026-02/Concept%20Note_JSW%20Cement.pdf,Concept Note_JSW Cement.pdf,,,,0.850
03709fe9-d212-4fbf-ba69-6a7a72c9b3eb,attachment,events,bd5609ff-1bc9-44aa-a28e-8fca4ef875e6,1,2022-05-11 08:33:31,2022-05-11 08:33:31,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/2022-05/Agenda-Demystifying-COP-26_TERI-Final_3.pdf,Agenda-Demystifying-COP-26_TERI-Final_3.pdf,,,,0.900
039d3eaa-785c-460c-8066-b01612077536,attachment,events,b2df17b7-a165-4107-a042-64ecd6505aa2,2,2024-01-15 10:28:18,2024-01-15 10:28:18,publication,,node_created,0.850,keep_page_date,multi_pdf_uploaded_with_page,deterministic,"One of 2 PDFs, uploaded within 90 days of the page — part of the page's own publication.",,https://teriin.org/sites/default/files/2024-01/Agenda_0.pdf,Agenda_0.pdf,,,,0.850
03b97d9e-f545-4e09-accb-3b8527f1a2ff,attachment,completed_projects,279c0eb9-e3e0-476c-b0e5-25e8d63ce4c7,1,2017-12-28 08:58:09,2017-12-28 08:58:09,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/completed_es/ES2009TC22.pdf,ES2009TC22.pdf,,,,0.900
03c377d1-581e-42aa-aa7d-06dd9d304376,attachment,feature_articles,952e9c65-8670-4dd8-a84c-16537efb56af,1,2001-08-11 18:30:00,2001-08-11 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art215.pdf,art215.pdf,,,,0.900
04271240-f716-4657-b69b-07ce0ae1cd74,attachment,events,5fd80349-7322-40cd-bbd6-903c46b63109,1,2022-11-24 12:00:33,2022-11-24 12:00:33,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/2023-02/WSDS%202023_Provisional_Agenda_05.02.2023.pdf,WSDS 2023_Provisional_Agenda_05.02.2023.pdf,,,,0.900
04457d3e-8558-4ca6-ad4f-54df14a709c5,attachment,feature_articles,ea0878fa-2994-4805-9513-1c6887ef8400,1,2010-05-31 18:30:00,2010-05-31 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art472_20100602162147.pdf,art472_20100602162147.pdf,,,,0.900
04685844-d547-4b5b-b655-9ecad5a269b3,attachment,feature_articles,7edda46b-c16c-4a4c-9fd0-690f57e8f013,1,2007-03-25 18:30:00,2007-03-25 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art297.pdf,art297.pdf,,,,0.900
046e8765-9f03-4743-a3fd-a5afb83f3aab,attachment,press_release,2790ccd2-5a16-4660-9f99-fa8b78e7b6d3,1,2018-01-11 06:29:59,2018-01-11 06:29:59,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/pressrelease/ES-press-release_National.pdf,ES-press-release_National.pdf,,,,0.900
048c2e3f-6af1-48c1-a9f6-2b6e94b1f511,attachment,completed_projects,82707d13-074d-4b31-8e4b-130d31fdb149,1,2017-12-28 08:23:05,2017-12-28 08:23:05,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/completed_es/ES2007CE11.pdf,ES2007CE11.pdf,,,,0.900
0491473b-bfb7-452b-beea-9ec2fc0ae192,attachment,feature_articles,d07152f3-7e6a-45ad-a9eb-87da2797e503,1,2008-03-13 18:30:00,2008-03-13 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art323.pdf,art323.pdf,,,,0.900
04b8c88a-8a9b-4299-9b91-796879abfb5e,attachment,events,f9376a1e-e6e5-49bd-8d5b-5f91c7f61ba5,2,2025-12-10 06:55:52,2025-12-10 06:55:52,publication,,node_created,0.850,keep_page_date,multi_pdf_uploaded_with_page,deterministic,"One of 2 PDFs, uploaded within 90 days of the page — part of the page's own publication.",,https://teriin.org/sites/default/files/2025-12/COP30-Debriefing-Paper.pdf,COP30-Debriefing-Paper.pdf,,,,0.850
04be7fc2-6d30-423e-a999-df6cd7aeeefd,attachment,events,63b3875c-16f9-4d91-bfcf-dc711e082ce7,3,2025-10-29 11:52:25,2025-10-29 11:52:25,publication,,node_created,0.850,keep_page_date,multi_pdf_uploaded_with_page,deterministic,"One of 3 PDFs, uploaded within 90 days of the page — part of the page's own publication.",,https://teriin.org/sites/default/files/2025-12/SEORS%20COP30%20Side%20Event_Final%20Agenda.pdf,SEORS COP30 Side Event_Final Agenda.pdf,,,,0.850
04c68922-159e-4d9e-9037-f4209119d014,attachment,events,eb98fe95-30e9-48f6-86b9-2b117e5b493c,1,2018-01-09 11:28:55,2018-01-09 11:28:55,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/event_agenda/ogd_agenda.pdf,ogd_agenda.pdf,,,,0.900
04e9917c-beb2-4601-aa91-23964cd33751,attachment,completed_projects,0a162ba4-7bad-43ac-be5e-b855ab2a57c1,1,2017-12-28 08:58:09,2017-12-28 08:58:09,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/completed_es/2005BE25ES_20080914145959.pdf,2005BE25ES_20080914145959.pdf,,,,0.900
05218148-4c4c-4334-ba25-f3277a680699,attachment,feature_articles,861a2010-ef9e-4bf5-8390-3ad01cb74792,1,2001-10-15 18:30:00,2001-10-15 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art175.pdf,art175.pdf,,,,0.900
0540ab46-2ff4-4a93-8cf0-51c59a1a216d,attachment,press_release,a48b6da4-be98-45cb-8b46-391981166c17,1,2018-01-11 06:29:59,2018-01-11 06:29:59,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/pressrelease/terinorth_20130507162622.pdf,terinorth_20130507162622.pdf,,,,0.900
054e0bd8-231d-47fc-866f-4526484329f0,attachment,completed_projects,904e8ecb-206a-4ef2-947d-0d838947239e,1,2017-12-28 08:58:09,2017-12-28 08:58:09,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/completed_es/ES-PKS-OKN.pdf,ES-PKS-OKN.pdf,,,,0.900
05524854-9be0-43b1-911d-824583bef153,attachment,press_release,c118445c-5b57-4dcf-8cc6-b9ad0728da8b,8,2018-10-17 08:51:15,2018-10-17 08:51:15,publication,,node_created,0.850,keep_page_date,multi_pdf_uploaded_with_page,deterministic,"One of 8 PDFs, uploaded within 90 days of the page — part of the page's own publication.",,https://teriin.org/sites/default/files/2018-10/FLOW%20press%20release%20-%20Guwahati.pdf,FLOW press release - Guwahati.pdf,,,,0.850
05b16bff-0bfe-4a3f-8672-3febef4b7793,attachment,press_release,a77e673b-22e5-4b78-8578-4b84b5f26e51,1,2018-01-11 06:29:59,2018-01-11 06:29:59,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/pressrelease/11th_Darbari_Seth_Memorial_Lecture_20120911112557.pdf,11th_Darbari_Seth_Memorial_Lecture_20120911112557.pdf,,,,0.900
05daa1d5-4760-4cf4-bfca-b40f54da391d,attachment,feature_articles,dc77dfa3-2e57-4b39-a836-c1247399ebd3,1,2006-03-03 18:30:00,2006-03-03 18:30:00,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/farticles/art72.pdf,art72.pdf,,,,0.900
05e3930a-d512-4629-a207-14e5e7108134,attachment,press_release,cb72128a-5153-4abd-89da-1fb018685f98,1,2018-01-11 06:29:59,2018-01-11 06:29:59,publication,,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/pressrelease/POLL-2014.pdf,POLL-2014.pdf,,,,0.900
0602e7ee-ac11-4ddc-87f2-6acbf980b140,attachment,ongoing_projects,eeb428a5-a6c4-4b29-9f6c-ec335b3e0b51,21,2023-08-07 09:08:05,2023-08-07 09:08:05,unknown,,node_created,0.000,keep_page_date,llm_interpreted,llm,"The evidence provided includes upload and authoring dates, but there is no explicit publication date mentioned in the text or metadata.","{""evidence"": ""The evidence provided includes upload and authoring dates, but there is no explicit publication date mentioned in the text or metadata."", ""date_type"": ""unknown"", ""confidence"": 0.0, ""edition_label"": null, ""candidate_date"": null, ""recommended_action"": ""keep_page_date"", ""publication_statement"": null}",https://teriin.org/sites/default/files/2023-12/mitigating_childrens_exposure_to_traffic_pollution_marathi_final.pdf,mitigating_childrens_exposure_to_traffic_pollution_marathi_final.pdf,,,,0.000
0628caf1-81cb-4fdb-a64f-d221ec204842,attachment,events,3b841ee5-bd06-4383-9235-3f9f960c6f8e,2,2020-07-23 08:34:03,2020-07-23 08:34:03,publication,,node_created,0.850,keep_page_date,multi_pdf_uploaded_with_page,deterministic,"One of 2 PDFs, uploaded within 90 days of the page — part of the page's own publication.",,https://teriin.org/sites/default/files/2020-07/bg-note.pdf,bg-note.pdf,,,,0.850
06320549-7379-4a10-a819-b66813bd3f39,attachment,completed_projects,874fd082-9493-4eaf-8e21-430f7e81a183,1,2018-02-07 08:17:07,2018-02-07 08:17:07,publication,2014-15,node_created,0.900,keep_page_date,single_pdf_page,deterministic,"The page holds exactly one PDF, so the document is part of the page's own publication.",,https://teriin.org/sites/default/files/2018-02/2013MC10%20Nanded_ESR_2014-15_2.pdf,2013MC10 Nanded_ESR_2014-15.pdf,,,,0.900
